"disease","year","age","country","country_name","cases","dalys","deaths","yll","cohort_size"
"dummy_disease",2039,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2040,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2041,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2042,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2043,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2044,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2045,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2046,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2047,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2048,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2049,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2050,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2051,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2052,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2053,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2090,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2091,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2092,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2093,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2094,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2095,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2096,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2097,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2098,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2099,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2100,1,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2000,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2001,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2002,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2003,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2004,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2005,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2006,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2007,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2008,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2009,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2010,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2011,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2012,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2013,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2014,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2015,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2016,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2017,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2018,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2019,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2020,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2021,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2022,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2023,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2024,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2025,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2026,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2027,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2028,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2029,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2030,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2031,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2032,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2033,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2034,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2035,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2036,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2037,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2038,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2039,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2040,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2041,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2042,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2043,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2044,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2045,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2046,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2047,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2048,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2049,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2050,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2051,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2052,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2053,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2090,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2091,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2092,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2093,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2094,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2095,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2096,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2097,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2098,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2099,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2100,2,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2000,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2001,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2002,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2003,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2004,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2005,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2006,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2007,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2008,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2009,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2010,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2011,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2012,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2013,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2014,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2015,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2016,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2017,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2018,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2019,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2020,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2021,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2022,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2023,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2024,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2025,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2026,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2027,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2028,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2029,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2030,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2031,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2032,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2033,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2034,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2035,3,"RFP","Request for Proposal",NA,NA,NA,NA,NA
